Faktor:3632 Corr:46.10
Pos	Time_ms	SampleAX_Out	SampleAX_Out_raw	SampleBX_Out	SampleBX_Out_raw	Encoderzähler Encoder0	Encoderzähler Encoder0_raw	Encoderzähler Encoder1	Encoderzähler Encoder1_raw
159	15.90	5.252	19076	0.000	0	-0.056	-204	-0.056	-204	
160	16.00	4.540	16491	0.000	0	-0.056	-205	-0.056	-205	
161	16.10	3.806	13824	0.000	0	-0.057	-207	-0.057	-207	
162	16.20	3.093	11232	0.000	0	-0.057	-208	-0.057	-208	
163	16.30	2.378	8636	0.000	0	-0.058	-209	-0.058	-209	
164	16.40	1.662	6036	0.000	0	-0.058	-210	-0.058	-210	
165	16.50	0.923	3352	0.000	0	-0.058	-212	-0.058	-212	
166	16.60	0.204	742	0.000	0	-0.059	-213	-0.059	-213	
167	16.70	-0.515	-1872	0.000	0	-0.059	-214	-0.059	-214	
168	16.80	-1.237	-4491	0.000	0	-0.059	-215	-0.059	-215	
169	16.90	-1.982	-7197	0.000	0	-0.060	-217	-0.060	-217	
170	17.00	-2.706	-9828	0.000	0	-0.060	-218	-0.060	-218	
171	17.10	-3.432	-12466	0.000	0	-0.060	-219	-0.060	-219	
172	17.20	-4.183	-15192	0.000	0	-0.061	-221	-0.061	-221	
173	17.30	-4.913	-17843	0.000	0	-0.061	-222	-0.061	-222	
174	17.40	-5.645	-20504	0.000	0	-0.061	-223	-0.061	-223	
175	17.50	-6.381	-23174	0.000	0	-0.062	-224	-0.062	-224	
176	17.60	-7.140	-25934	0.000	0	-0.062	-226	-0.062	-226	
177	17.70	-7.881	-28622	0.000	0	-0.063	-227	-0.063	-227	
178	17.80	-8.623	-31320	0.000	0	-0.063	-228	-0.063	-228	
179	17.90	-9.391	-34109	0.000	0	-0.063	-230	-0.063	-230	
180	18.00	-10.140	-36827	0.000	0	-0.064	-231	-0.064	-231	
181	18.10	-10.891	-39555	0.000	0	-0.064	-232	-0.064	-232	
182	18.20	-11.638	-42270	0.000	0	-0.064	-233	-0.064	-233	
183	18.30	-12.394	-45015	0.000	0	-0.065	-235	-0.065	-235	
184	18.40	-13.127	-47678	0.000	0	-0.065	-236	-0.065	-236	
185	18.50	-13.861	-50342	0.000	0	-0.065	-237	-0.065	-237	
186	18.60	-14.617	-53088	0.000	0	-0.066	-239	-0.066	-239	
187	18.70	-15.351	-55754	0.000	0	-0.066	-240	-0.066	-240	
188	18.80	-16.085	-58420	0.000	0	-0.066	-241	-0.066	-241	
189	18.90	-16.841	-61168	0.000	0	-0.067	-243	-0.067	-243	
190	19.00	-17.576	-63835	0.000	0	-0.067	-244	-0.067	-244	
191	19.10	-18.310	-66503	0.000	0	-0.067	-245	-0.067	-245	
192	19.20	-19.067	-69253	0.000	0	-0.068	-247	-0.068	-247	
193	19.30	-19.802	-71921	0.000	0	-0.068	-248	-0.068	-248	
194	19.40	-20.537	-74592	0.000	0	-0.069	-249	-0.069	-249	
195	19.50	-20.108	-73032	0.000	0	-0.069	-251	-0.069	-251	
196	19.60	-19.222	-69813	0.000	0	-0.069	-252	-0.069	-252	
197	19.70	-18.335	-66594	0.000	0	-0.070	-253	-0.070	-253	
198	19.80	-17.472	-63459	0.000	0	-0.070	-255	-0.070	-255	
199	19.90	-16.586	-60241	0.000	0	-0.070	-256	-0.070	-256	
200	20.00	-15.701	-57026	0.000	0	-0.071	-257	-0.071	-257	
201	20.10	-14.816	-53810	0.000	0	-0.071	-258	-0.071	-258	
202	20.20	-13.953	-50678	0.000	0	-0.072	-260	-0.072	-260	
203	20.30	-13.069	-47465	0.000	0	-0.072	-261	-0.072	-261	
204	20.40	-12.178	-44230	0.000	0	-0.072	-262	-0.072	-262	
205	20.50	-11.289	-41002	0.000	0	-0.073	-264	-0.073	-264	
206	20.60	-10.382	-37709	0.000	0	-0.073	-265	-0.073	-265	
207	20.70	-9.480	-34433	0.000	0	-0.073	-266	-0.073	-266	
208	20.80	-8.605	-31255	0.000	0	-0.074	-268	-0.074	-268	
209	20.90	-7.712	-28010	0.000	0	-0.074	-269	-0.074	-269	
210	21.00	-6.822	-24779	0.000	0	-0.074	-270	-0.074	-270	
211	21.10	-5.937	-21563	0.000	0	-0.075	-271	-0.075	-271	
212	21.20	-5.077	-18441	0.000	0	-0.075	-273	-0.075	-273	
213	21.30	-4.199	-15249	0.000	0	-0.075	-274	-0.075	-274	
214	21.40	-3.323	-12068	0.000	0	-0.076	-275	-0.076	-275	
215	21.50	-2.471	-8975	0.000	0	-0.076	-277	-0.076	-277	
216	21.60	-1.600	-5813	0.000	0	-0.077	-278	-0.077	-278	
217	21.70	-0.732	-2657	0.000	0	-0.077	-279	-0.077	-279	
218	21.80	0.135	490	0.000	0	-0.077	-280	-0.077	-280	
219	21.90	0.978	3553	0.000	0	-0.078	-282	-0.078	-282	
220	22.00	1.841	6686	0.000	0	-0.078	-283	-0.078	-283	
221	22.10	2.702	9815	0.000	0	-0.078	-284	-0.078	-284	
222	22.20	3.562	12937	0.000	0	-0.078	-285	-0.078	-285	
223	22.30	4.398	15974	0.000	0	-0.079	-287	-0.079	-287	
224	22.40	5.254	19083	0.000	0	-0.079	-288	-0.079	-288	
225	22.50	6.108	22184	0.000	0	-0.080	-289	-0.080	-289	
226	22.60	6.938	25200	0.000	0	-0.080	-291	-0.080	-291	
227	22.70	7.788	28287	0.000	0	-0.080	-292	-0.080	-292	
228	22.80	8.636	31367	0.000	0	-0.081	-293	-0.081	-293	
229	22.90	9.482	34439	0.000	0	-0.081	-294	-0.081	-294	
230	23.00	10.305	37427	0.000	0	-0.081	-296	-0.081	-296	
231	23.10	11.147	40487	0.000	0	-0.082	-297	-0.082	-297	
232	23.20	11.987	43538	0.000	0	-0.082	-298	-0.082	-298	
233	23.30	12.826	46585	0.000	0	-0.082	-299	-0.082	-299	
234	23.40	13.642	49548	0.000	0	-0.083	-301	-0.083	-301	
235	23.50	14.478	52584	0.000	0	-0.083	-302	-0.083	-302	
236	23.60	15.312	55614	0.000	0	-0.083	-303	-0.083	-303	
237	23.70	16.146	58641	0.000	0	-0.084	-304	-0.084	-304	
238	23.80	16.957	61587	0.000	0	-0.084	-306	-0.084	-306	
239	23.90	17.787	64604	0.000	0	-0.085	-307	-0.085	-307	
240	24.00	18.618	67619	0.000	0	-0.085	-308	-0.085	-308	
241	24.10	19.425	70552	0.000	0	-0.085	-310	-0.085	-310	
242	24.20	20.253	73560	0.000	0	-0.086	-311	-0.086	-311	
243	24.30	21.080	76562	0.000	0	-0.086	-312	-0.086	-312	
244	24.40	21.885	79487	0.000	0	-0.086	-314	-0.086	-314	
245	24.50	22.710	82483	0.000	0	-0.087	-315	-0.087	-315	
246	24.60	23.535	85480	0.000	0	-0.087	-316	-0.087	-316	
247	24.70	24.360	88475	0.000	0	-0.087	-317	-0.087	-317	
248	24.80	25.163	91392	0.000	0	-0.088	-319	-0.088	-319	
249	24.90	25.987	94385	0.000	0	-0.088	-320	-0.088	-320	
250	25.00	26.810	97374	0.000	0	-0.088	-321	-0.088	-321	
251	25.10	27.612	100285	0.000	0	-0.089	-323	-0.089	-323	
252	25.20	28.433	103269	0.000	0	-0.089	-324	-0.089	-324	
253	25.30	29.254	106250	0.000	0	-0.089	-325	-0.089	-325	
254	25.40	30.053	109154	0.000	0	-0.090	-327	-0.090	-327	
255	25.50	30.873	112130	0.000	0	-0.090	-328	-0.090	-328	
256	25.60	31.692	115106	0.000	0	-0.091	-329	-0.091	-329	
257	25.70	32.490	118002	0.000	0	-0.091	-331	-0.091	-331	
258	25.80	33.308	120973	0.000	0	-0.091	-332	-0.091	-332	
259	25.90	34.125	123942	0.000	0	-0.092	-333	-0.092	-333	
260	26.00	34.942	126909	0.000	0	-0.092	-334	-0.092	-334	
261	26.10	35.737	129796	0.000	0	-0.093	-336	-0.093	-336	
262	26.20	36.552	132758	0.000	0	-0.093	-337	-0.093	-337	
263	26.30	37.367	135717	0.000	0	-0.093	-338	-0.093	-338	
264	26.40	38.161	138599	0.000	0	-0.094	-340	-0.094	-340	
265	26.50	38.974	141555	0.000	0	-0.094	-341	-0.094	-341	
266	26.60	39.787	144508	0.000	0	-0.094	-342	-0.094	-342	
267	26.70	40.580	147386	0.000	0	-0.095	-344	-0.095	-344	
268	26.80	41.392	150337	0.000	0	-0.095	-345	-0.095	-345	
269	26.90	42.205	153289	0.000	0	-0.095	-346	-0.095	-346	
270	27.00	43.018	156241	0.000	0	-0.096	-347	-0.096	-347	
271	27.10	43.810	159119	0.000	0	-0.096	-349	-0.096	-349	
272	27.20	44.624	162073	0.000	0	-0.096	-350	-0.096	-350	
273	27.30	45.438	165031	0.000	0	-0.097	-351	-0.097	-351	
274	27.40	46.232	167915	0.000	0	-0.097	-353	-0.097	-353	
275	27.50	47.048	170877	0.000	0	-0.097	-354	-0.097	-354	
276	27.60	47.864	173842	0.000	0	-0.098	-355	-0.098	-355	
277	27.70	48.681	176810	0.000	0	-0.098	-356	-0.098	-356	
278	27.80	49.478	179703	0.000	0	-0.099	-358	-0.099	-358	
279	27.90	50.296	182675	0.000	0	-0.099	-359	-0.099	-359	
280	28.00	51.115	185651	0.000	0	-0.099	-360	-0.099	-360	
281	28.10	51.935	188628	0.000	0	-0.099	-361	-0.099	-361	
282	28.20	52.735	191534	0.000	0	-0.100	-363	-0.100	-363	
283	28.30	53.557	194519	0.000	0	-0.100	-364	-0.100	-364	
284	28.40	54.379	197506	0.000	0	-0.100	-365	-0.100	-365	
285	28.50	55.203	200499	0.000	0	-0.101	-366	-0.101	-366	
286	28.60	56.007	203418	0.000	0	-0.101	-368	-0.101	-368	
287	28.70	56.833	206418	0.000	0	-0.102	-369	-0.102	-369	
288	28.80	57.660	209421	0.000	0	-0.102	-370	-0.102	-370	
289	28.90	58.488	212429	0.000	0	-0.102	-371	-0.102	-371	
290	29.00	59.296	215364	0.000	0	-0.103	-373	-0.103	-373	
291	29.10	60.126	218378	0.000	0	-0.103	-374	-0.103	-374	
292	29.20	60.958	221398	0.000	0	-0.103	-375	-0.103	-375	
293	29.30	61.790	224421	0.000	0	-0.104	-376	-0.104	-376	
294	29.40	62.624	227450	0.000	0	-0.104	-377	-0.104	-377	
295	29.50	63.438	230405	0.000	0	-0.104	-379	-0.104	-379	
296	29.60	64.274	233443	0.000	0	-0.105	-380	-0.105	-380	
297	29.70	65.112	236485	0.000	0	-0.105	-381	-0.105	-381	
298	29.80	65.951	239534	0.000	0	-0.105	-382	-0.105	-382	
299	29.90	66.770	242510	0.000	0	-0.106	-384	-0.106	-384	
300	30.00	67.613	245570	0.000	0	-0.106	-385	-0.106	-385	
301	30.10	68.457	248635	0.000	0	-0.106	-386	-0.106	-386	
302	30.20	69.303	251709	0.000	0	-0.107	-387	-0.107	-387	
303	30.30	70.130	254713	0.000	0	-0.107	-389	-0.107	-389	
304	30.40	70.981	257803	0.000	0	-0.107	-390	-0.107	-390	
305	30.50	71.834	260901	0.000	0	-0.108	-391	-0.108	-391	
306	30.60	72.689	264008	0.000	0	-0.108	-392	-0.108	-392	
307	30.70	73.526	267048	0.000	0	-0.108	-394	-0.108	-394	
308	30.80	74.388	270176	0.000	0	-0.109	-395	-0.109	-395	
309	30.90	75.252	273314	0.000	0	-0.109	-396	-0.109	-396	
310	31.00	76.097	276385	0.000	0	-0.110	-398	-0.110	-398	
311	31.10	76.967	279543	0.000	0	-0.110	-399	-0.110	-399	
312	31.20	77.839	282712	0.000	0	-0.110	-400	-0.110	-400	
313	31.30	78.714	285890	0.000	0	-0.110	-401	-0.110	-401	
314	31.40	79.570	288999	0.000	0	-0.111	-403	-0.111	-403	
315	31.50	80.450	292194	0.000	0	-0.111	-404	-0.111	-404	
316	31.60	81.332	295399	0.000	0	-0.112	-405	-0.112	-405	
317	31.70	82.195	298532	0.000	0	-0.112	-407	-0.112	-407	
318	31.80	83.082	301754	0.000	0	-0.112	-408	-0.112	-408	
319	31.90	83.972	304986	0.000	0	-0.113	-409	-0.113	-409	
320	32.00	84.865	308229	0.000	0	-0.113	-410	-0.113	-410	
321	32.10	85.738	311401	0.000	0	-0.113	-412	-0.113	-412	
322	32.20	86.637	314666	0.000	0	-0.114	-413	-0.114	-413	
323	32.30	87.539	317941	0.000	0	-0.114	-414	-0.114	-414	
324	32.40	88.422	321147	0.000	0	-0.115	-416	-0.115	-416	
325	32.50	89.330	324447	0.000	0	-0.115	-417	-0.115	-417	
326	32.60	90.242	327760	0.000	0	-0.115	-418	-0.115	-418	
327	32.70	91.159	331088	0.000	0	-0.115	-419	-0.115	-419	
328	32.80	92.056	334347	0.000	0	-0.116	-421	-0.116	-421	
329	32.90	92.980	337702	0.000	0	-0.116	-422	-0.116	-422	
330	33.00	93.907	341072	0.000	0	-0.116	-423	-0.116	-423	
331	33.10	94.817	344377	0.000	0	-0.117	-425	-0.117	-425	
332	33.20	95.754	347779	0.000	0	-0.117	-426	-0.117	-426	
333	33.30	96.695	351196	0.000	0	-0.118	-427	-0.118	-427	
334	33.40	97.641	354633	0.000	0	-0.118	-428	-0.118	-428	
335	33.50	98.569	358003	0.000	0	-0.118	-430	-0.118	-430	
336	33.60	99.525	361475	0.000	0	-0.119	-431	-0.119	-431	
337	33.70	100.485	364963	0.000	0	-0.119	-432	-0.119	-432	
338	33.80	101.429	368389	0.000	0	-0.119	-434	-0.119	-434	
339	33.90	102.400	371916	0.000	0	-0.120	-435	-0.120	-435	
340	34.00	103.376	375463	0.000	0	-0.120	-436	-0.120	-436	
